Reference,MaterialSample-ID (received),MaterialSampleID,MaterialSample-ID (EMOBON),Sequence_batch,Gene,Sample_code,DNA_code,Concentration_ng_per_µl,Volume_µl,Quantity_vol,Tag,Code,Forward_read,Reverse_read,PCR_negative_control_extraction,PCR_negative_control_Code_1,PCR_negative_control_Code_2,Number_of_sequences,Comment_1,Comment_2,Run
EMOBON00603,EMO BON CPOWERC HA 20210623 20220622 SF40 (1),ARMS_BelgiumCoast_CPOWERC_20210623_20220622_SF40_s1_r1,EMOBON_BPNS_CPOWERC_Ha_210623_220622_SF40_1,Batch3.1,18S rRNA (V1-V2),DBN_AABV,DBP_AAIY,"0,75",90,"67,5",DBQ_AAUZ,DBQ_AAUZOSTA_1_H3L7NDRX5.UDI339-BID13,DBQ_AAUZOSTA_1_1_H3L7NDRX5.UDI339-BID13_clean.fastq.gz,DBQ_AAUZOSTA_1_2_H3L7NDRX5.UDI339-BID13_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,11215951,,ARMS organisms sample from station BPNS,240409_JARVIS_H3L7NDRX5
EMOBON00605,EMO BON CPOWERC HA 20210623 20220622 SF40 (3),ARMS_BelgiumCoast_CPOWERC_20210623_20220622_SF40_s3_r1,EMOBON_BPNS_CPOWERC_Ha_210623_220622_SF40_3,Batch3.1,18S rRNA (V1-V2),DBN_AABX,DBP_AAIF,242,90,"21,8",DBQ_AAUG,DBQ_AAUGOSTA_2_H5FGYDRX5.UDI363-BID09,DBQ_AAUGOSTA_2_1_H5FGYDRX5.UDI363-BID09_clean.fastq.gz,DBQ_AAUGOSTA_2_2_H5FGYDRX5.UDI363-BID09_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,190615,Sequencing will be repeated,ARMS organisms sample from station BPNS,240411_JARVIS_H5FGYDRX5
EMOBON00605,EMO BON CPOWERC HA 20210623 20220622 SF40 (3),ARMS_BelgiumCoast_CPOWERC_20210623_20220622_SF40_s3_r1,EMOBON_BPNS_CPOWERC_Ha_210623_220622_SF40_3,Batch3.1,18S rRNA (V1-V2),DBN_AABX,DBP_AAIF,242,90,"21,8",DBQ_AAUG,DBQ_AAUGOSTA_1_H55TTDRX5.UDI001-BID09,DBQ_AAUGOSTA_1_1_H55TTDRX5.UDI001-BID09_clean.fastq.gz,DBQ_AAUGOSTA_1_2_H55TTDRX5.UDI001-BID09_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,6018641,Repeated sequencing,ARMS organisms sample from station BPNS,240619_JARVIS_H55TTDRX5
EMOBON00606,EMO BON CPOWERB HA 20210623 20220622 MF500 (1),ARMS_BelgiumCoast_CPOWERB_20210623_20220622_MF500_s1_r1,EMOBON_BPNS_CPOWERB_Ha_210623_220622_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AABY,DBP_AAIZ,"3,149",90,"283,4",DBQ_AAVA,DBQ_AAVAOSTA_2_H5FGYDRX5.UDI316-BID13,DBQ_AAVAOSTA_2_1_H5FGYDRX5.UDI316-BID13_clean.fastq.gz,DBQ_AAVAOSTA_2_2_H5FGYDRX5.UDI316-BID13_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,11425444,,ARMS organisms sample from station BPNS,240411_JARVIS_H5FGYDRX5
EMOBON00608,EMO BON CPOWERB HA 20210623 20220622 MF100 (1),ARMS_BelgiumCoast_CPOWERB_20210623_20220622_MF100_s1_r1,EMOBON_BPNS_CPOWERB_Ha_210623_220622_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AACA,DBP_AAHS,"21,284",90,"1915,6",DBQ_AATT,DBQ_AATTOSTA_2_H5FGYDRX5.UDI304-BID05,DBQ_AATTOSTA_2_1_H5FGYDRX5.UDI304-BID05_clean.fastq.gz,DBQ_AATTOSTA_2_2_H5FGYDRX5.UDI304-BID05_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,643626,Sequencing will be repeated,ARMS organisms sample from station BPNS,240411_JARVIS_H5FGYDRX5
EMOBON00608,EMO BON CPOWERB HA 20210623 20220622 MF100 (1),ARMS_BelgiumCoast_CPOWERB_20210623_20220622_MF100_s1_r1,EMOBON_BPNS_CPOWERB_Ha_210623_220622_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AACA,DBP_AAHS,"21,284",90,"1915,6",DBQ_AATT,DBQ_AATTOSTA_1_H55TTDRX5.UDI025-BID05,DBQ_AATTOSTA_1_1_H55TTDRX5.UDI025-BID05_clean.fastq.gz,DBQ_AATTOSTA_1_2_H55TTDRX5.UDI025-BID05_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,762257,Repeated sequencing,ARMS organisms sample from station BPNS,240619_JARVIS_H55TTDRX5
EMOBON00609,EMO BON CPOWERB HA 20210623 20220622 MF100 (2),ARMS_BelgiumCoast_CPOWERB_20210623_20220622_MF100_s2_r1,EMOBON_BPNS_CPOWERB_Ha_210623_220622_MF100_2,Batch3.1,18S rRNA (V1-V2),DBN_AACB,DBP_AAHT,"8,359",90,"752,3",DBQ_AATU,DBQ_AATUOSTA_2_H5FGYDRX5.UDI316-BID05,DBQ_AATUOSTA_2_1_H5FGYDRX5.UDI316-BID05_clean.fastq.gz,DBQ_AATUOSTA_2_2_H5FGYDRX5.UDI316-BID05_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,3366927,,ARMS organisms sample from station BPNS,240411_JARVIS_H5FGYDRX5
EMOBON00610,EMO BON CPOWERC HA 20210623 20220622 MF500 (1),ARMS_BelgiumCoast_CPOWERC_20210623_20220622_MF500_s1_r1,EMOBON_BPNS_CPOWERC_Ha_210623_220622_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AACC,DBP_AAHU,"1,357",90,"122,1",DBQ_AATV,DBQ_AATVOSTA_2_H5FGYDRX5.UDI328-BID05,DBQ_AATVOSTA_2_1_H5FGYDRX5.UDI328-BID05_clean.fastq.gz,DBQ_AATVOSTA_2_2_H5FGYDRX5.UDI328-BID05_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,3163188,,ARMS organisms sample from station BPNS,240411_JARVIS_H5FGYDRX5
EMOBON00611,EMO BON CPOWERC HA 20210623 20220622 MF500 (2),ARMS_BelgiumCoast_CPOWERC_20210623_20220622_MF500_s2_r1,EMOBON_BPNS_CPOWERC_Ha_210623_220622_MF500_2,Batch3.1,18S rRNA (V1-V2),DBN_AACD,DBP_AAHV,389,90,35,DBQ_AATW,DBQ_AATWOSTA_2_H5FGYDRX5.UDI351-BID05,DBQ_AATWOSTA_2_1_H5FGYDRX5.UDI351-BID05_clean.fastq.gz,DBQ_AATWOSTA_2_2_H5FGYDRX5.UDI351-BID05_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,2039635,,ARMS organisms sample from station BPNS,240411_JARVIS_H5FGYDRX5
EMOBON00612,EMO BON CPOWERC HA 20210623 20220622 MF100 (1),ARMS_BelgiumCoast_CPOWERC_20210623_20220622_MF100_s1_r1,EMOBON_BPNS_CPOWERC_Ha_210623_220622_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AACE,DBP_AAHW,"3,853",90,"346,7",DBQ_AATX,DBQ_AATXOSTA_1_H3L7NDRX5.UDI339-BID05,DBQ_AATXOSTA_1_1_H3L7NDRX5.UDI339-BID05_clean.fastq.gz,DBQ_AATXOSTA_1_2_H3L7NDRX5.UDI339-BID05_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,2378031,,ARMS organisms sample from station BPNS,240409_JARVIS_H3L7NDRX5
EMOBON00618,EMO BON Toralla JTA ARMS 210701 211009 SF (1),ARMS_Vigo_TorallaA_20210701_20211009_SF_s1_r1,EMOBON_EMT21_TorallaA_Ha_210701_211009_SF_1,Batch3.1,18S rRNA (V1-V2),DBN_AACG,DBP_AAAS,"16,25",98,"1592,5",DBQ_AAJH,DBQ_AAJHOSTA_2_H3KVNDRX5.UDI305-BID04,DBQ_AAJHOSTA_2_1_H3KVNDRX5.UDI305-BID04_clean.fastq.gz,DBQ_AAJHOSTA_2_2_H3KVNDRX5.UDI305-BID04_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,2221967,,ARMS organisms sample from station EMT21,240409_JARVIS_H3KVNDRX5
EMOBON00619,EMO BON Toralla JTA ARMS 210701 211009 SF (2),ARMS_Vigo_TorallaA_20210701_20211009_SF_s2_r1,EMOBON_EMT21_TorallaA_Ha_210701_211009_SF_2,Batch3.1,18S rRNA (V1-V2),DBN_AACH,DBP_AAAT,"10,6",98,"1038,8",DBQ_AAJI,DBQ_AAJIOSTA_2_H3KVNDRX5.UDI317-BID04,DBQ_AAJIOSTA_2_1_H3KVNDRX5.UDI317-BID04_clean.fastq.gz,DBQ_AAJIOSTA_2_2_H3KVNDRX5.UDI317-BID04_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,2563010,,ARMS organisms sample from station EMT21,240409_JARVIS_H3KVNDRX5
EMOBON00620,EMO BON Toralla JTA ARMS 210701 211009 SF (3),ARMS_Vigo_TorallaA_20210701_20211009_SF_s3_r1,EMOBON_EMT21_TorallaA_Ha_210701_211009_SF_3,Batch3.1,18S rRNA (V1-V2),DBN_AACI,DBP_AAAU,"28,7",98,"2812,6",DBQ_AAJJ,DBQ_AAJJOSTA_2_H3KVNDRX5.UDI329-BID04,DBQ_AAJJOSTA_2_1_H3KVNDRX5.UDI329-BID04_clean.fastq.gz,DBQ_AAJJOSTA_2_2_H3KVNDRX5.UDI329-BID04_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,2192072,,ARMS organisms sample from station EMT21,240409_JARVIS_H3KVNDRX5
EMOBON00621,EMO BON Toralla JTB ARMS 210701 211009 SF (1),ARMS_Vigo_TorallaB_20210701_20211009_SF_s1_r1,EMOBON_EMT21_TorallaB_Ha_210701_211009_SF_1,Batch3.1,18S rRNA (V1-V2),DBN_AACJ,DBP_AAHY,"9,879",90,"889,1",DBQ_AATZ,DBQ_AATZOSTA_1_H3L7NDRX5.UDI375-BID08,DBQ_AATZOSTA_1_1_H3L7NDRX5.UDI375-BID08_clean.fastq.gz,DBQ_AATZOSTA_1_2_H3L7NDRX5.UDI375-BID08_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,3592664,,ARMS organisms sample from station EMT21,240409_JARVIS_H3L7NDRX5
EMOBON00622,EMO BON Toralla JTB ARMS 210701 211009 SF (2),ARMS_Vigo_TorallaB_20210701_20211009_SF_s2_r1,EMOBON_EMT21_TorallaB_Ha_210701_211009_SF_2,Batch3.1,18S rRNA (V1-V2),DBN_AACK,DBP_AAHZ,"2,32",90,"208,8",DBQ_AAUA,DBQ_AAUAOSTA_2_H5FGYDRX5.UDI292-BID08,DBQ_AAUAOSTA_2_1_H5FGYDRX5.UDI292-BID08_clean.fastq.gz,DBQ_AAUAOSTA_2_2_H5FGYDRX5.UDI292-BID08_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,814319,,ARMS organisms sample from station EMT21,240411_JARVIS_H5FGYDRX5
EMOBON00623,EMO BON Toralla JTC ARMS 210701 211009 SF (1),ARMS_Vigo_TorallaC_20210701_20211009_SF_s1_r1,EMOBON_EMT21_TorallaC_Ha_210701_211009_SF_1,Batch3.1,18S rRNA (V1-V2),DBN_AACL,DBP_AAIA,"6,405",90,"576,4",DBQ_AAUB,DBQ_AAUBOSTA_2_H5FGYDRX5.UDI304-BID08,DBQ_AAUBOSTA_2_1_H5FGYDRX5.UDI304-BID08_clean.fastq.gz,DBQ_AAUBOSTA_2_2_H5FGYDRX5.UDI304-BID08_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,102470,Sequencing will be repeated,ARMS organisms sample from station EMT21,240411_JARVIS_H5FGYDRX5
EMOBON00623,EMO BON Toralla JTC ARMS 210701 211009 SF (1),ARMS_Vigo_TorallaC_20210701_20211009_SF_s1_r1,EMOBON_EMT21_TorallaC_Ha_210701_211009_SF_1,Batch3.1,18S rRNA (V1-V2),DBN_AACL,DBP_AAIA,"6,405",90,"576,4",DBQ_AAUB,DBQ_AAUBOSTA_1_H55TTDRX5.UDI001-BID08,DBQ_AAUBOSTA_1_1_H55TTDRX5.UDI001-BID08_clean.fastq.gz,DBQ_AAUBOSTA_1_2_H55TTDRX5.UDI001-BID08_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,6184784,Repeated sequencing,ARMS organisms sample from station EMT21,240619_JARVIS_H55TTDRX5
EMOBON00624,EMO BON Toralla JTC ARMS 210701 211009 SF (2),ARMS_Vigo_TorallaC_20210701_20211009_SF_s2_r1,EMOBON_EMT21_TorallaC_Ha_210701_211009_SF_2,Batch3.1,18S rRNA (V1-V2),DBN_AACM,DBP_AAIB,"8,345",90,751,DBQ_AAUC,DBQ_AAUCOSTA_2_H5FGYDRX5.UDI316-BID08,DBQ_AAUCOSTA_2_1_H5FGYDRX5.UDI316-BID08_clean.fastq.gz,DBQ_AAUCOSTA_2_2_H5FGYDRX5.UDI316-BID08_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,190966,Sequencing will be repeated,ARMS organisms sample from station EMT21,240411_JARVIS_H5FGYDRX5
EMOBON00624,EMO BON Toralla JTC ARMS 210701 211009 SF (2),ARMS_Vigo_TorallaC_20210701_20211009_SF_s2_r1,EMOBON_EMT21_TorallaC_Ha_210701_211009_SF_2,Batch3.1,18S rRNA (V1-V2),DBN_AACM,DBP_AAIB,"8,345",90,751,DBQ_AAUC,DBQ_AAUCOSTA_1_H55TTDRX5.UDI025-BID08,DBQ_AAUCOSTA_1_1_H55TTDRX5.UDI025-BID08_clean.fastq.gz,DBQ_AAUCOSTA_1_2_H55TTDRX5.UDI025-BID08_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,692192,Repeated sequencing,ARMS organisms sample from station EMT21,240619_JARVIS_H55TTDRX5
EMOBON00625,EMO BON Toralla JTA ARMS 210701 211009 MF500 (1),ARMS_Vigo_TorallaA_20210701_20211009_MF500_s1_r1,EMOBON_EMT21_TorallaA_Ha_210701_211009_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AACN,DBP_AAIC,"4,378",90,394,DBQ_AAUD,DBQ_AAUDOSTA_2_H5FGYDRX5.UDI328-BID08,DBQ_AAUDOSTA_2_1_H5FGYDRX5.UDI328-BID08_clean.fastq.gz,DBQ_AAUDOSTA_2_2_H5FGYDRX5.UDI328-BID08_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,2429973,,ARMS organisms sample from station EMT21,240411_JARVIS_H5FGYDRX5
EMOBON00626,EMO BON Toralla JTA ARMS 210701 211009 MF100 (1),ARMS_Vigo_TorallaA_20210701_20211009_MF100_s1_r1,EMOBON_EMT21_TorallaA_Ha_210701_211009_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AACO,DBP_AAID,"4,272",90,"384,5",DBQ_AAWB,DBQ_AAWBOSTA_1_H3L7NDRX5.UDI315-BID11,DBQ_AAWBOSTA_1_1_H3L7NDRX5.UDI315-BID11_clean.fastq.gz,DBQ_AAWBOSTA_1_2_H3L7NDRX5.UDI315-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DFT,CEB_DFU,3504850,,ARMS organisms sample from station EMT21,240409_JARVIS_H3L7NDRX5
EMOBON00627,EMO BON Toralla JTB ARMS 210701 211009 MF500 (1),ARMS_Vigo_TorallaB_20210701_20211009_MF500_s1_r1,EMOBON_EMT21_TorallaB_Ha_210701_211009_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AACP,DBP_AAIE,"16,491",90,"1484,2",DBQ_AAUF,DBQ_AAUFOSTA_1_H3L7NDRX5.UDI339-BID08,DBQ_AAUFOSTA_1_1_H3L7NDRX5.UDI339-BID08_clean.fastq.gz,DBQ_AAUFOSTA_1_2_H3L7NDRX5.UDI339-BID08_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,717797,,ARMS organisms sample from station EMT21,240409_JARVIS_H3L7NDRX5
EMOBON00628,EMO BON Toralla JTB ARMS 210701 211009 MF100 (1),ARMS_Vigo_TorallaB_20210701_20211009_MF100_s1_r1,EMOBON_EMT21_TorallaB_Ha_210701_211009_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AACQ,DBP_AAJD,"7,102",90,"639,1",DBQ_AAVE,DBQ_AAVEOSTA_2_H5FGYDRX5.UDI363-BID15,DBQ_AAVEOSTA_2_1_H5FGYDRX5.UDI363-BID15_clean.fastq.gz,DBQ_AAVEOSTA_2_2_H5FGYDRX5.UDI363-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,1225360,,ARMS organisms sample from station EMT21,240411_JARVIS_H5FGYDRX5
EMOBON00629,EMO BON Toralla JTC ARMS 210701 211009 MF500 (1),ARMS_Vigo_TorallaC_20210701_20211009_MF500_s1_r1,EMOBON_EMT21_TorallaC_Ha_210701_211009_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AACR,DBP_AAJE,"3,917",90,"352,5",DBQ_AAVF,DBQ_AAVFOSTA_1_H3L7NDRX5.UDI375-BID15,DBQ_AAVFOSTA_1_1_H3L7NDRX5.UDI375-BID15_clean.fastq.gz,DBQ_AAVFOSTA_1_2_H3L7NDRX5.UDI375-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,1412409,,ARMS organisms sample from station EMT21,240409_JARVIS_H3L7NDRX5
EMOBON00630,EMO BON Toralla JTC ARMS 210701 211009 MF100 (1),ARMS_Vigo_TorallaC_20210701_20211009_MF100_s1_r1,EMOBON_EMT21_TorallaC_Ha_210701_211009_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AACS,DBP_AAJF,"9,186",90,"826,7",DBQ_AAVG,DBQ_AAVGOSTA_2_H5FGYDRX5.UDI292-BID15,DBQ_AAVGOSTA_2_1_H5FGYDRX5.UDI292-BID15_clean.fastq.gz,DBQ_AAVGOSTA_2_2_H5FGYDRX5.UDI292-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,1550765,,ARMS organisms sample from station EMT21,240411_JARVIS_H5FGYDRX5
EMOBON00631,ARMS_ VEN1_20210623-20220713_SF40_A,ARMS_AdriaticEastCoast_VEN1_20210623_20220713_SF40_s1_r1,EMOBON_AdriaticEastCoast_VEN1_Ha_210623_220713_SF40_1,Batch3.1,18S rRNA (V1-V2),DBN_AACT,DBP_AAAW,"6,72",108,"725,8",DBQ_AAIN,DBQ_AAINOSTA_1_HW5CMDRX3.UDI003-BID01,DBQ_AAINOSTA_1_1_HW5CMDRX3.UDI003-BID01_clean.fastq.gz,DBQ_AAINOSTA_1_2_HW5CMDRX3.UDI003-BID01_clean.fastq.gz,not reported by Genoscope,CEB_DEX,CEB_DEY,3118577,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00632,ARMS_ VEN1_20210623-20220713_MF100_A,ARMS_AdriaticEastCoast_VEN1_20210623_20220713_MF100_s1_r1,EMOBON_AdriaticEastCoast_VEN1_Ha_210623_220713_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AACU,DBP_AAAX,"6,29",108,"679,3",DBQ_AABP,DBQ_AABPOSTA_1_HW5CMDRX3.UDI027-BID01,DBQ_AABPOSTA_1_1_HW5CMDRX3.UDI027-BID01_clean.fastq.gz,DBQ_AABPOSTA_1_2_HW5CMDRX3.UDI027-BID01_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,4583008,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00633,ARMS_ VEN1_20210623-20220713_MF500_A,ARMS_AdriaticEastCoast_VEN1_20210623_20220713_MF500_s1_r1,EMOBON_AdriaticEastCoast_VEN1_Ha_210623_220713_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AACV,DBP_AAAY,"26,4",108,"2851,2",DBQ_AABQ,DBQ_AABQOSTA_1_HW5CMDRX3.UDI015-BID01,DBQ_AABQOSTA_1_1_HW5CMDRX3.UDI015-BID01_clean.fastq.gz,DBQ_AABQOSTA_1_2_HW5CMDRX3.UDI015-BID01_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,5106571,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00636,ARMS_ VEN2_20210623-20220713_MF500_A,ARMS_AdriaticEastCoast_VEN2_20210623_20220713_MF500_s1_r1,EMOBON_AdriaticEastCoast_VEN2_Ha_210623_220713_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AACY,DBP_AABB,"3,77",108,"407,2",DBQ_AAIQ,DBQ_AAIQOSTA_1_HW5CMDRX3.UDI003-BID05,DBQ_AAIQOSTA_1_1_HW5CMDRX3.UDI003-BID05_clean.fastq.gz,DBQ_AAIQOSTA_1_2_HW5CMDRX3.UDI003-BID05_clean.fastq.gz,not reported by Genoscope,CEB_DEX,CEB_DEY,4605661,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00637,ARMS_ VEN3_20210623-20220713_SF40_A,ARMS_AdriaticEastCoast_VEN3_20210623_20220713_SF40_s1_r1,EMOBON_AdriaticEastCoast_VEN3_Ha_210623_220713_SF40_1,Batch3.1,18S rRNA (V1-V2),DBN_AACZ,DBP_AABC,"5,12",108,553,DBQ_AABU,DBQ_AABUOSTA_1_HW5CMDRX3.UDI075-BID01,DBQ_AABUOSTA_1_1_HW5CMDRX3.UDI075-BID01_clean.fastq.gz,DBQ_AABUOSTA_1_2_HW5CMDRX3.UDI075-BID01_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,2570200,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00638,ARMS_ VEN3_20210623-20220713_MF100_A,ARMS_AdriaticEastCoast_VEN3_20210623_20220713_MF100_s1_r1,EMOBON_AdriaticEastCoast_VEN3_Ha_210623_220713_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AADA,DBP_AABD,"8,9",108,"961,2",DBQ_AABV,DBQ_AABVOSTA_1_HW5CMDRX3.UDI087-BID01,DBQ_AABVOSTA_1_1_HW5CMDRX3.UDI087-BID01_clean.fastq.gz,DBQ_AABVOSTA_1_2_HW5CMDRX3.UDI087-BID01_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,3520175,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00639,ARMS_ VEN3_20210623-20220713_MF500_A,ARMS_AdriaticEastCoast_VEN3_20210623_20220713_MF500_s1_r1,EMOBON_AdriaticEastCoast_VEN3_Ha_210623_220713_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AADB,DBP_AABE,"3,22",108,"347,8",DBQ_AABW,DBQ_AABWOSTA_1_HW5CMDRX3.UDI086-BID02,DBQ_AABWOSTA_1_1_HW5CMDRX3.UDI086-BID02_clean.fastq.gz,DBQ_AABWOSTA_1_2_HW5CMDRX3.UDI086-BID02_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,2229760,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00640,ARMS_RAVH1_20220428-20220718_SF40_A,ARMS_RavHarbour_RavH1_20220428_20220718_SF40_s1_r1,EMOBON_RavHarbour_RavH1_Ha_220428_220718_SF40_1,Batch3.1,18S rRNA (V1-V2),DBN_AADC,DBP_AABF,"6,37",108,688,DBQ_AABX,DBQ_AABXOSTA_1_HW5CMDRX3.UDI027-BID02,DBQ_AABXOSTA_1_1_HW5CMDRX3.UDI027-BID02_clean.fastq.gz,DBQ_AABXOSTA_1_2_HW5CMDRX3.UDI027-BID02_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,2575642,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00641,ARMS_RAVH1_20220428-20220718_MF100_A,ARMS_RavHarbour_RavH1_20220428_20220718_MF100_s1_r1,EMOBON_RavHarbour_RavH1_Ha_220428_220718_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AADD,DBP_AABG,"77,8",108,"8402,4",DBQ_AABY,DBQ_AABYOSTA_1_HW5CMDRX3.UDI015-BID02,DBQ_AABYOSTA_1_1_HW5CMDRX3.UDI015-BID02_clean.fastq.gz,DBQ_AABYOSTA_1_2_HW5CMDRX3.UDI015-BID02_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,1019488,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00642,ARMS_RAVH1_20220428-20220718_MF500_A,ARMS_RavHarbour_RavH1_20220428_20220718_MF500_s1_r1,EMOBON_RavHarbour_RavH1_Ha_220428_220718_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AADE,DBP_AABH,"32,2",108,"3477,6",DBQ_AABZ,DBQ_AABZOSTA_1_HW5CMDRX3.UDI039-BID02,DBQ_AABZOSTA_1_1_HW5CMDRX3.UDI039-BID02_clean.fastq.gz,DBQ_AABZOSTA_1_2_HW5CMDRX3.UDI039-BID02_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,1460815,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00643,ARMS_RAVH2_20220428-20220718_SF40_A,ARMS_RavHarbour_RavH2_20220428_20220718_SF40_s1_r1,EMOBON_RavHarbour_RavH2_Ha_220428_220718_SF40_1,Batch3.1,18S rRNA (V1-V2),DBN_AADF,DBP_AABI,"3,55",98,"347,9",DBQ_AACA,DBQ_AACAOSTA_1_HW5CMDRX3.UDI051-BID02,DBQ_AACAOSTA_1_1_HW5CMDRX3.UDI051-BID02_clean.fastq.gz,DBQ_AACAOSTA_1_2_HW5CMDRX3.UDI051-BID02_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,1916242,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00644,ARMS_RAVH2_20220428-20220718_MF100_A,ARMS_RavHarbour_RavH2_20220428_20220718_MF100_s1_r1,EMOBON_RavHarbour_RavH2_Ha_220428_220718_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AADG,DBP_AABJ,"52,7",108,"5691,6",DBQ_AACB,DBQ_AACBOSTA_1_HW5CMDRX3.UDI063-BID02,DBQ_AACBOSTA_1_1_HW5CMDRX3.UDI063-BID02_clean.fastq.gz,DBQ_AACBOSTA_1_2_HW5CMDRX3.UDI063-BID02_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,1153425,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
EMOBON00645,ARMS_RAVH2_20220428-20220718_MF500_A,ARMS_RavHarbour_RavH2_20220428_20220718_MF500_s1_r1,EMOBON_RavHarbour_RavH2_Ha_220428_220718_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AADH,DBP_AABK,"20,8",108,"2246,4",DBQ_AACC,DBQ_AACCOSTA_1_HW5CMDRX3.UDI075-BID02,DBQ_AACCOSTA_1_1_HW5CMDRX3.UDI075-BID02_clean.fastq.gz,DBQ_AACCOSTA_1_2_HW5CMDRX3.UDI075-BID02_clean.fastq.gz,not reported by Genoscope,CEB_DER,CEB_DES,1563320,,ARMS organisms sample from station AAOT,240313_JARVIS_HW5CMDRX3
